"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"182","13-5-213-81-2017","13-5-213-81-2012","13-5-213-81",160612.692363982,148625.806943736,146.2271,146.6394,0,1,0,1,0,34.868833,-84.647226,6.1,2018,2012,71,65,0,0,510,510,"M221Dd",1,0,2,0,2,"GA3489708456420161016","GA34897084564","2016","10","16",2012,13,5,213,81,3,21,"13-5-213-81",2012,13,5,213,81,3,1,65,65,"13-5-213-81",2017,13,5,213,81,3,1,71,71,"13-5-213-81","2018-3-21","2018-3",2,-7,5,522,17.17,1.43,15373.77128,7,11484.02192,2,1296.58312,4,0,0,-14077.18816,-3,-11484.02192,-2
"183","13-5-241-121-2018","13-5-241-121-2013","13-5-241-121",56383.4490717848,93049.3412082462,59.8726,85.3472,0,1,1,1,0,34.990452,-83.487985,6.1,2019,2013,92,60,0,0,515,502,"M221Dc",1,0,3,0,2,"GA3494208354920161109","GA34942083549","2016","11","09",2013,13,5,241,121,10,23,"13-5-241-121",2013,13,5,241,121,3,1,60,60,"13-5-241-121",2018,13,5,241,121,1,0.25,2,2,"13-5-241-121","2019-10-23","2019-10",3,-1,14,1079,35.48,2.96,555.67848,3,185.22616,1,4260.20168,8,185.22616,1,3704.5232,5,0,0
"184","13-5-241-122-2017","13-5-241-122-2012","13-5-241-122",135197.918999427,115981.920273534,100.6627,94.4896,0,0,0,0,0,34.961508,-83.506239,5.5,2018,2012,97,92,0,0,502,502,"M221Dc",0,0,2,0,1,"GA3494208354920161109","GA34942083549","2016","11","09",2012,13,5,241,122,10,10,"13-5-241-122",2012,13,5,241,122,3,1,92,92,"13-5-241-122",2017,13,5,241,122,3,1,97,97,"13-5-241-122","2018-10-10","2018-10",2,-1,1,701,23.05,1.92,0,0,0,0,0,0,0,0,0,0,0,0
"185","13-5-241-123-2016","13-5-241-123-2011","13-5-241-123",153031.457288617,107842.493673987,196.0563,166.7775,0,1,0,1,0,34.94839,-83.536606,5.5,2017,2011,26,21,1,1,103,103,"M221Dc",1,0,1,0,2,"GA3494208354920161109","GA34942083549","2016","11","09",2011,13,5,241,123,9,21,"13-5-241-123",2011,13,5,241,123,3,1,21,21,"13-5-241-123",2016,13,5,241,123,3,1,26,26,"13-5-241-123","2017-9-21","2017-9",1,-2,12,316,10.39,0.87,0,0,0,0,0,0,0,0,0,0,0,0
"186","13-5-241-125-2017","13-5-241-125-2012","13-5-241-125",100631.129512466,98590.1138635151,58.3048,62.2709,0,1,1,1,0,34.929709,-83.553611,6.2,2018,2012,115,109,0,0,515,515,"M221Dc",1,0,2,0,1,"GA3494208354920161109","GA34942083549","2016","11","09",2012,13,5,241,125,7,18,"13-5-241-125",2012,13,5,241,125,3,0.25,109,109,"13-5-241-125",2017,13,5,241,125,3,0.25,115,115,"13-5-241-125","2018-7-18","2018-7",2,-4,9,617,20.29,1.69,370.45232,2,0,0,3148.84472,3,0,0,2778.3924,1,0,0
"187","13-5-241-131-2016","13-5-241-131-2011","13-5-241-131",48085.23232093,40878.9491662789,56.7155,43.0927,0,1,0,1,0,34.838568,-83.602506,5.8,2017,2011,4,2,0,0,515,515,"M221Dc",1,1,3,1,3,"GA3484508361120140309","GA34845083611","2014","03","09",2011,13,5,241,131,8,30,"13-5-241-131",2011,13,5,241,131,1,1,2,2,"13-5-241-131",2016,13,5,241,131,1,1,4,4,"13-5-241-131","2017-8-30","2017-8",3,5,21,1268,41.7,3.48,5927.23712,5,0,0,7409.0464,6,370.45232,1,1481.80928,1,370.45232,1
"188","13-5-257-28-2017","13-5-257-28-2012","13-5-257-28",237933.768834886,213198.549169011,164.4226,160.6177,0,1,0,1,0,34.535268,-83.416394,5.8,2017,2012,66,61,0,0,515,515," 231Ad",1,0,1,0,2,"GA3454008340020160212","GA34540083400","2016","02","12",2012,13,5,257,28,1,25,"13-5-257-28",2012,13,5,257,28,3,1,61,61,"13-5-257-28",2017,13,5,257,28,3,1,66,66,"13-5-257-28","2017-1-25","2017-1",1,-1,13,348,11.44,0.95,2963.61856,8,0,0,6297.68944,11,0,0,3334.07088,3,0,0
"189","13-5-55-59-2017","13-5-55-59-2012","13-5-55-59",74650.2839967819,78762.1460491507,90.4373,119.1698,1,0,0,0,0,34.533562,-85.237362,6.3,2018,2012,28,22,0,0,161,161," 231Dc",0,0,3,0,1,"GA3454608524020150207","GA34546085240","2015","02","07",2012,13,5,55,59,5,21,"13-5-55-59",2012,13,5,55,59,3,0.3998,40,40,"13-5-55-59",2017,13,5,55,59,3,0.427123,46,46,"13-5-55-59","2018-5-21","2018-5",3,3,14,1200,39.46,3.29,3704.5232,9,0,0,5742.01096,12,0,0,2037.48776,3,0,0
"190","13-5-55-62-2016","13-5-55-62-2011","13-5-55-62",73278.8785810865,67488.708535674,97.6225,90.5595,0,1,0,1,0,34.43882,-85.303484,6.1,2017,2011,28,22,0,0,405,405," 231Dc",1,0,3,0,1,"GA3444608530120140125","GA34446085301","2014","01","25",2011,13,5,55,62,9,6,"13-5-55-62",2011,13,5,55,62,2,0.25,48,48,"13-5-55-62",2016,13,5,55,62,2,0.25,54,54,"13-5-55-62","2017-9-6","2017-9",3,8,-19,1319,43.37,3.61,2222.71392,6,740.90464,1,1111.35696,4,0,0,-1111.35696,-2,-740.90464,-1
"191","16-1-17-84083-2017","16-1-17-84083-2007","16-1-17-84083",60565.8873327981,78847.6216031568,61.616,85.0479,0,1,0,1,0,48.167533,-116.065279,10,2017,2007,95,89,0,0,201,201,"M333Ba",1,0,2,0,1,"ID4818211606320150814","ID48182116063","2015","08","14",2007,16,1,17,84083,8,1,"16-1-17-84083",2007,16,1,17,84083,3,1,89,999,"16-1-17-84083",2017,16,1,17,84083,3,1,95,999,"16-1-17-84083","2017-8-1","2017-8",2,0,-13,717,23.58,1.96,0,0,0,0,0,0,0,0,0,0,0,0
"192","16-1-35-88794-2017","16-1-35-88794-2007","16-1-35-88794",0,119424.394322588,0,193.838,0,1,0,0,0,46.663084,-114.716938,10.3,2017,2007,0,84,0,0,281,999,"M333De",1,1,2,1,4,"ID4666211472820150811","ID46662114728","2015","08","11",2007,16,1,35,88794,6,5,"16-1-35-88794",2007,16,1,35,88794,2,1,84,999,"16-1-35-88794",2017,16,1,35,88794,0,1,0,0,"16-1-35-88794","2017-6-5","2017-6",2,-2,-6,663,21.8,1.82,0,0,0,0,0,0,0,0,0,0,0,0
"193","16-1-49-80177-2016","16-1-49-80177-2006","16-1-49-80177",73913.7952151575,44289.2009467537,89.4159,60.338,0,0,0,0,0,45.943707,-114.866134,10,2016,2006,52,49,0,0,201,201,"M332Aa",0,0,4,0,1,"ID4597711487820120728","ID45977114878","2012","07","28",2006,16,1,49,80177,7,8,"16-1-49-80177",2006,16,1,49,80177,3,1,49,999,"16-1-49-80177",2016,16,1,49,80177,3,1,52,999,"16-1-49-80177","2016-7-8","2016-7",4,0,-20,1440,47.35,3.95,740.90464,2,740.90464,2,555.67848,2,555.67848,2,-185.22616,0,-185.22616,0
"194","16-1-49-80203-2016","16-1-49-80203-2006","16-1-49-80203",138143.413911068,148051.272767576,171.3507,177.3741,0,0,0,0,0,45.589923,-115.205435,9.8,2016,2006,95,85,0,0,201,201,"M332Ao",0,0,2,0,2,"ID4558311517420140803","ID45583115174","2014","08","03",2006,16,1,49,80203,10,12,"16-1-49-80203",2006,16,1,49,80203,NA,0.25,NA,NA,"16-1-49-80203",2016,16,1,49,80203,3,1,95,999,"16-1-49-80203","2016-10-12","2016-10",2,2,9,800,26.31,2.19,0,0,0,0,0,0,0,0,0,0,0,0
"195","16-1-49-80298-2017","16-1-49-80298-2007","16-1-49-80298",37140.4995187152,87395.7860956322,51.6966,71.912,0,1,0,1,0,45.689088,-114.670781,10,2017,2007,100,94,0,0,201,201,"M332Ab",1,0,4,0,2,"MT4565711478020130716","MT45657114780","2013","07","16",2007,16,1,49,80298,7,13,"16-1-49-80298",2007,16,1,49,80298,3,0.5,94,999,"16-1-49-80298",2017,16,1,49,80298,3,0.5,100,999,"16-1-49-80298","2017-7-13","2017-7",4,0,-3,1457,47.91,3.99,5927.23712,1,5927.23712,1,3334.07088,1,3334.07088,1,-2593.16624,0,-2593.16624,0
"196","16-1-49-80543-2016","16-1-49-80543-2006","16-1-49-80543",0,46501.2766323338,0,76.9749,0,1,0,0,1,46.487181,-114.724212,10.1,2016,2006,0,80,0,0,201,999,"M332Aa",1,1,1,1,4,"ID4649911475720150817","ID46499114757","2015","08","17",2006,16,1,49,80543,9,12,"16-1-49-80543",2006,16,1,49,80543,2,1,80,999,"16-1-49-80543",2016,16,1,49,80543,0,1,0,0,"16-1-49-80543","2016-9-12","2016-9",1,1,-5,390,12.82,1.07,0,0,0,0,0,0,0,0,0,0,0,0
"197","16-1-49-80582-2016","16-1-49-80582-2006","16-1-49-80582",230933.380891276,222646.894199453,165.3751,158.1315,0,1,0,1,0,45.416434,-115.534097,10,2016,2006,134,141,0,0,221,221,"M332Ao",1,0,9,0,2,"ID4554811559420070713","ID45548115594","2007","07","13",2006,16,1,49,80582,7,17,"16-1-49-80582",2006,16,1,49,80582,3,1,141,999,"16-1-49-80582",2016,16,1,49,80582,3,1,134,999,"16-1-49-80582","2016-7-17","2016-7",9,0,4,3289,108.16,9.01,926.1308,2,926.1308,2,370.45232,1,370.45232,1,-555.67848,-1,-555.67848,-1
"198","16-1-49-81322-2016","16-1-49-81322-2006","16-1-49-81322",65303.7903369044,57586.5367298643,60.4964,54.1813,0,1,0,1,0,45.449289,-114.896143,9.9,2016,2006,126,116,0,0,221,221,"M332Ao",1,0,4,0,2,"ID4542411459020120730","ID45424114590","2012","07","30",2006,16,1,49,81322,7,26,"16-1-49-81322",2006,16,1,49,81322,4,1,116,999,"16-1-49-81322",2016,16,1,49,81322,4,1,126,999,"16-1-49-81322","2016-7-26","2016-7",4,0,-4,1456,47.88,3.99,0,0,0,0,0,0,0,0,0,0,0,0
"199","16-1-49-82108-2017","16-1-49-82108-2007","16-1-49-82108",0,5219.83715485538,0,9.1281,0,1,0,0,0,45.585095,-114.828521,9,2017,2008,0,11,0,0,268,999,"M332Ab",1,1,5,1,3,"ID4542411459020120730","ID45424114590","2012","07","30",2007,16,1,49,82108,7,24,"16-1-49-82108",2007,16,1,49,82108,1,0.25,10,999,"16-1-49-82108",2017,16,1,49,82108,0,1,0,0,"16-1-49-82108","2017-7-24","2017-7",5,0,-6,1819,59.82,4.98,0,0,0,0,0,0,0,0,0,0,0,0
"200","16-1-49-82171-2016","16-1-49-82171-2006","16-1-49-82171",57082.6446911443,75640.7680137669,62.4522,91.553,0,1,0,1,0,45.810537,-114.687499,10,2016,2006,69,63,0,0,201,201,"M332Ab",1,0,4,0,2,"MT4582711468420120808","MT45827114684","2012","08","08",2006,16,1,49,82171,6,20,"16-1-49-82171",2006,16,1,49,82171,3,1,63,999,"16-1-49-82171",2016,16,1,49,82171,3,1,69,999,"16-1-49-82171","2016-6-20","2016-6",4,-2,12,1411,46.4,3.87,0,0,0,0,0,0,0,0,0,0,0,0
"201","16-1-49-82428-2017","16-1-49-82428-2007","16-1-49-82428",55140.5806431879,55503.0032007689,37.4976,36.1782,0,0,0,0,0,45.527748,-115.008927,10.1,2017,2007,4,379,0,0,221,221,"M332Ao",0,1,5,0,2,"ID4542411459020120730","ID45424114590","2012","07","30",2007,16,1,49,82428,6,19,"16-1-49-82428",2007,16,1,49,82428,4,1,379,999,"16-1-49-82428",2017,16,1,49,82428,4,1,4,999,"16-1-49-82428","2017-6-19","2017-6",5,-1,-11,1784,58.66,4.89,185.22616,1,185.22616,1,1667.03544,2,1667.03544,2,1481.80928,1,1481.80928,1
"202","16-1-49-82779-2017","16-1-49-82779-2007","16-1-49-82779",288577.491513379,316779.82780731,227.5747,262.824,0,1,0,1,0,45.511581,-116.16358,10.3,2017,2007,177,169,0,0,267,267,"M332Ao",1,0,5,0,1,"ID4553411629920120906","ID45534116299","2012","09","06",2007,16,1,49,82779,5,30,"16-1-49-82779",2007,16,1,49,82779,3,1,169,999,"16-1-49-82779",2017,16,1,49,82779,4,1,177,999,"16-1-49-82779","2017-5-30","2017-5",5,-4,24,1727,56.79,4.73,3519.29704,1,3519.29704,1,370.45232,1,370.45232,1,-3148.84472,0,-3148.84472,0
"203","16-1-49-83008-2016","16-1-49-83008-2006","16-1-49-83008",60466.0403308118,108517.265911723,55.9225,109.377,0,1,0,0,0,45.628668,-114.688013,10.1,2016,2006,194,164,0,0,201,201,"M332Ab",1,0,4,1,3,"ID4542411459020120730","ID45424114590","2012","07","30",2006,16,1,49,83008,7,12,"16-1-49-83008",2006,16,1,49,83008,3,1,164,999,"16-1-49-83008",2016,16,1,49,83008,3,1,194,999,"16-1-49-83008","2016-7-12","2016-7",4,0,-18,1442,47.42,3.95,0,0,0,0,0,0,0,0,0,0,0,0
"204","16-1-49-83541-2016","16-1-49-83541-2006","16-1-49-83541",0,2206.36933392072,0,6.8444,0,1,0,0,1,45.630807,-115.005666,10.1,2016,2006,0,9,0,0,281,999,"M332Ab",1,1,3,1,3,"ID4562711506620130714","ID45627115066","2013","07","14",2006,16,1,49,83541,7,18,"16-1-49-83541",2006,16,1,49,83541,1,1,9,999,"16-1-49-83541",2016,16,1,49,83541,0,1,0,0,"16-1-49-83541","2016-7-18","2016-7",3,0,4,1099,36.14,3.01,0,0,0,0,0,0,0,0,0,0,0,0
"205","16-1-49-83684-2017","16-1-49-83684-2007","16-1-49-83684",8654.68319497283,39639.1075803454,18.505,78.092,0,1,0,1,0,45.899624,-114.870403,10.1,2017,2007,52,44,0,0,201,201,"M332Aa",1,0,5,1,3,"ID4597711487820120728","ID45977114878","2012","07","28",2007,16,1,49,83684,6,10,"16-1-49-83684",2007,16,1,49,83684,NA,0.25,NA,NA,"16-1-49-83684",2017,16,1,49,83684,NA,0.25,NA,NA,"16-1-49-83684","2017-6-10","2017-6",5,-1,-18,1777,58.43,4.87,0,0,0,0,0,0,0,0,0,0,0,0
"206","16-1-49-83840-2017","16-1-49-83840-2007","16-1-49-83840",10802.4278237135,95564.1178373888,15.7187,112.7931,0,1,0,0,0,45.67455,-115.006746,10,2017,2007,16,165,0,0,266,268,"M332Ab",1,0,5,1,3,"ID4569811508120120809","ID45698115081","2012","08","09",2007,16,1,49,83840,6,27,"16-1-49-83840",2007,16,1,49,83840,3,1,165,999,"16-1-49-83840",2017,16,1,49,83840,3,1,16,999,"16-1-49-83840","2017-6-27","2017-6",5,-2,18,1782,58.6,4.88,2963.61856,3,2963.61856,3,2037.48776,1,2037.48776,1,-926.1308,-2,-926.1308,-2
"207","16-1-49-84178-2016","16-1-49-84178-2006","16-1-49-84178",0,171323.19649091,0,115.1664,0,1,0,0,0,46.091172,-115.577428,10,2016,2006,0,85,0,0,267,999,"M332Aa",1,1,2,1,4,"ID4608711556120140803","ID46087115561","2014","08","03",2006,16,1,49,84178,10,2,"16-1-49-84178",2006,16,1,49,84178,3,1,85,999,"16-1-49-84178",2016,16,1,49,84178,1,1,0,1,"16-1-49-84178","2016-10-2","2016-10",2,2,-1,790,25.98,2.16,0,0,0,0,0,0,0,0,0,0,0,0
"208","16-1-49-84283-2016","16-1-49-84283-2006","16-1-49-84283",108738.147495569,86195.1016958481,113.5492,103.6439,0,1,0,1,0,45.465028,-115.720894,9.8,2016,2006,61,55,0,0,201,201,"M332Ao",1,0,9,0,2,"ID4554811559420070713","ID45548115594","2007","07","13",2006,16,1,49,84283,8,22,"16-1-49-84283",2006,16,1,49,84283,3,1,55,999,"16-1-49-84283",2016,16,1,49,84283,3,1,61,999,"16-1-49-84283","2016-8-22","2016-8",9,1,9,3324,109.31,9.11,0,0,0,0,0,0,0,0,0,0,0,0
"209","16-1-49-84659-2016","16-1-49-84659-2006","16-1-49-84659",79289.1379016864,89213.0281085244,90.8829,148.5565,0,1,0,0,0,45.921101,-115.226561,9,2016,2007,97,89,0,0,201,201,"M332Aa",1,0,1,0,2,"ID4606811540520150815","ID46068115405","2015","08","15",2006,16,1,49,84659,8,15,"16-1-49-84659",2006,16,1,49,84659,NA,0.25,NA,NA,"16-1-49-84659",2016,16,1,49,84659,NA,0.25,NA,NA,"16-1-49-84659","2016-8-15","2016-8",1,0,0,365,12,1,0,0,0,0,0,0,0,0,0,0,0,0
"210","16-1-49-86590-2016","16-1-49-86590-2006","16-1-49-86590",8863.80288443254,112674.780141091,8.0904,108.8638,0,1,0,0,0,46.435109,-114.588348,10,2016,2006,3,180,0,0,266,221,"M332Ab",1,1,4,1,4,"ID4642611450620120727","ID46426114506","2012","07","27",2006,16,1,49,86590,6,6,"16-1-49-86590",2006,16,1,49,86590,3,1,180,999,"16-1-49-86590",2016,16,1,49,86590,1,1,3,999,"16-1-49-86590","2016-6-6","2016-6",4,-1,-21,1409,46.33,3.86,6482.9156,4,6482.9156,4,4445.42784,2,4445.42784,2,-2037.48776,-2,-2037.48776,-2
"211","16-1-49-86628-2016","16-1-49-86628-2006","16-1-49-86628",241546.866356449,198609.147850664,213.9597,212.5102,0,0,0,0,0,46.438961,-114.918953,9.1,2016,2007,103,95,0,0,201,201,"M332Aa",0,0,4,0,1,"ID4639911493920120808","ID46399114939","2012","08","08",2006,16,1,49,86628,8,22,"16-1-49-86628",2006,16,1,49,86628,3,1,95,999,"16-1-49-86628",2016,16,1,49,86628,3,1,103,999,"16-1-49-86628","2016-8-22","2016-8",4,0,14,1474,48.47,4.04,2407.94008,3,2407.94008,3,2037.48776,1,2037.48776,1,-370.45232,-2,-370.45232,-2
"212","16-1-49-86860-2016","16-1-49-86860-2006","16-1-49-86860",0,167187.34451977,0,116.3293,0,1,0,0,0,45.55833,-116.233699,11,2017,2006,3,136,0,0,267,267,"M332Gd",1,1,5,0,2,"ID4553411629920120906","ID45534116299","2012","09","06",2006,16,1,49,86860,5,16,"16-1-49-86860",2006,16,1,49,86860,3,1,136,999,"16-1-49-86860",2016,16,1,49,86860,0,1,3,0,"16-1-49-86860","2017-5-16","2017-5",5,-4,10,1713,56.33,4.69,185.22616,1,185.22616,1,555.67848,1,555.67848,1,370.45232,0,370.45232,0
"213","16-1-49-87466-2017","16-1-49-87466-2007","16-1-49-87466",0,33402.0894123383,0,74.5756,0,1,0,0,0,46.220706,-115.181578,10,2017,2007,0,80,0,0,268,999,"M332Ab",1,1,2,1,4,"ID4620411530820150811","ID46204115308","2015","08","11",2007,16,1,49,87466,7,24,"16-1-49-87466",2007,16,1,49,87466,2,1,80,999,"16-1-49-87466",2017,16,1,49,87466,0,1,0,0,"16-1-49-87466","2017-7-24","2017-7",2,-1,13,713,23.45,1.95,0,0,0,0,0,0,0,0,0,0,0,0
"214","16-1-49-87659-2017","16-1-49-87659-2007","16-1-49-87659",193192.458808318,177717.49820909,221.8193,191.9025,0,1,0,1,0,46.041213,-115.189349,10,2018,2008,84,92,0,0,304,267,"M332Aa",1,0,7,0,1,"ID4603811522020110802","ID46038115220","2011","08","02",2007,16,1,49,87659,8,19,"16-1-49-87659",2007,16,1,49,87659,3,1,92,999,"16-1-49-87659",2017,16,1,49,87659,2,0.25,69,999,"16-1-49-87659","2018-8-19","2018-8",7,0,17,2572,84.58,7.05,1667.03544,1,1667.03544,1,1296.58312,3,1296.58312,3,-370.45232,2,-370.45232,2
"215","16-1-49-88312-2017","16-1-49-88312-2007","16-1-49-88312",71618.0982540308,132550.341843241,77.876,156.9285,0,1,0,1,0,45.853442,-115.003708,9.9,2017,2007,123,111,0,0,267,267,"M332Ab",1,0,6,0,2,"ID4583511503020110805","ID45835115030","2011","08","05",2007,16,1,49,88312,8,21,"16-1-49-88312",2007,16,1,49,88312,3,1,111,999,"16-1-49-88312",2017,16,1,49,88312,3,1,123,999,"16-1-49-88312","2017-8-21","2017-8",6,0,16,2206,72.54,6.05,2037.48776,3,2037.48776,3,2037.48776,1,2037.48776,1,0,-2,0,-2
"216","16-1-49-88458-2016","16-1-49-88458-2006","16-1-49-88458",0,68990.7888589835,0,89.422,0,1,0,0,0,45.595544,-115.524697,10,2016,2006,3,81,0,0,268,281,"M332Ac",1,1,4,1,4,"ID4559711556320120827","ID45597115563","2012","08","27",2006,16,1,49,88458,7,11,"16-1-49-88458",2006,16,1,49,88458,2,1,81,999,"16-1-49-88458",2016,16,1,49,88458,0,1,3,0,"16-1-49-88458","2016-7-11","2016-7",4,-1,-16,1414,46.5,3.88,5371.55864,2,5371.55864,2,926.1308,1,926.1308,1,-4445.42784,-1,-4445.42784,-1
"217","16-1-49-88927-2016","16-1-49-88927-2006","16-1-49-88927",2344.33212256891,6327.90915195204,10.3906,0,0,0,0,0,0,45.494638,-114.693647,10.1,2016,2006,18,7,0,0,281,281,"M332Ab",0,0,4,0,1,"ID4542411459020120730","ID45424114590","2012","07","30",2006,16,1,49,88927,7,17,"16-1-49-88927",2006,16,1,49,88927,2,0.25,47,999,"16-1-49-88927",2016,16,1,49,88927,2,0.25,26,999,"16-1-49-88927","2016-7-17","2016-7",4,0,-13,1447,47.58,3.96,2963.61856,2,2963.61856,2,3519.29704,2,3519.29704,2,555.67848,0,555.67848,0
"218","16-1-79-84768-2017","16-1-79-84768-2007","16-1-79-84768",44078.5479727219,39727.5416104085,59.5867,43.1493,0,0,0,0,0,47.175883,-115.61476,10.1,2017,2007,19,11,0,0,266,266,"M333Db",0,0,8,1,3,"ID4717211560520090926","ID47172115605","2009","09","26",2007,16,1,79,84768,7,9,"16-1-79-84768",2007,16,1,79,84768,1,1,11,999,"16-1-79-84768",2017,16,1,79,84768,3,1,19,999,"16-1-79-84768","2017-7-9","2017-7",8,-2,-17,2842,93.46,7.79,7223.82024,4,7223.82024,4,4074.97552,3,4074.97552,3,-3148.84472,-1,-3148.84472,-1
"219","16-2-15-81064-2017","16-2-15-81064-2007","16-2-15-81064",0,17937.6754979822,0,33.3892,0,1,0,0,0,44.070601,-115.748357,5.9,2017,2011,0,145,0,0,201,999,"M332Ad",1,1,1,1,3,"ID4395011576220160718","ID43950115762","2016","07","18",2007,16,2,15,81064,10,19,"16-2-15-81064",2007,16,2,15,81064,0,0.25,0,0,"16-2-15-81064",2017,16,2,15,81064,0,1,0,0,"16-2-15-81064","2017-10-19","2017-10",1,3,1,457,15.03,1.25,0,0,0,0,0,0,0,0,0,0,0,0
"220","16-2-15-88965-2017","16-2-15-88965-2007","16-2-15-88965",0,81135.3471630172,0,141.2169,0,1,0,0,0,44.248559,-115.440422,10,2017,2007,0,134,0,0,281,999,"M332Ai",1,1,1,1,4,"ID4395011576220160718","ID43950115762","2016","07","18",2007,16,2,15,88965,6,29,"16-2-15-88965",2007,16,2,15,88965,2,1,134,999,"16-2-15-88965",2017,16,2,15,88965,0,1,0,0,"16-2-15-88965","2017-6-29","2017-6",1,-1,11,346,11.38,0.95,0,0,0,0,0,0,0,0,0,0,0,0
"221","16-2-39-81116-2016","16-2-39-81116-2006","16-2-39-81116",41928.622647284,24148.4367585313,62.7838,46.6544,0,1,0,1,0,43.795725,-115.447568,10.3,2016,2006,58,48,0,0,221,221,"M332Au",1,0,4,0,2,"ID4371111536820120803","ID43711115368","2012","08","03",2006,16,2,39,81116,6,15,"16-2-39-81116",2006,16,2,39,81116,3,1,48,999,"16-2-39-81116",2016,16,2,39,81116,3,1,58,999,"16-2-39-81116","2016-6-15","2016-6",4,-2,12,1411,46.4,3.87,0,0,0,0,0,0,0,0,0,0,0,0
"222","16-2-39-81832-2017","16-2-39-81832-2007","16-2-39-81832",0,62952.7178814866,0,86.9042,0,1,0,0,0,43.43469,-115.392942,10,2017,2007,0,73,0,0,221,999,"M332Ay",1,1,4,1,4,"ID4334011550020130809","ID43340115500","2013","08","09",2007,16,2,39,81832,5,3,"16-2-39-81832",2007,16,2,39,81832,NA,0.0279,NA,NA,"16-2-39-81832",2017,16,2,39,81832,NA,0.223285,NA,NA,"16-2-39-81832","2017-5-3","2017-5",4,-3,-6,1363,44.82,3.73,0,0,0,0,0,0,0,0,0,0,0,0
"223","16-2-39-85249-2016","16-2-39-85249-2006","16-2-39-85249",0,44933.5635664221,0,57.2422,0,1,0,0,0,43.482297,-115.46224,9.9,2016,2006,0,86,0,0,201,999,"M332Ay",1,1,3,1,4,"ID4334011550020130809","ID43340115500","2013","08","09",2006,16,2,39,85249,5,20,"16-2-39-85249",2006,16,2,39,85249,3,1,86,999,"16-2-39-85249",2016,16,2,39,85249,0,1,0,0,"16-2-39-85249","2016-5-20","2016-5",3,-3,11,1015,33.38,2.78,0,0,0,0,0,0,0,0,0,0,0,0
"224","16-2-39-87793-2016","16-2-39-87793-2006","16-2-39-87793",17191.0152970628,18662.8951101287,27.2295,25.808,0,0,0,0,0,43.648862,-115.081259,9.9,2016,2006,0,0,0,0,999,999,"M332Ay",0,1,8,0,1,"ID4367611512820080807","ID43676115128","2008","08","07",2006,16,2,39,87793,8,23,"16-2-39-87793",2006,16,2,39,87793,0,1,0,0,"16-2-39-87793",2016,16,2,39,87793,0,1,0,0,"16-2-39-87793","2016-8-23","2016-8",8,0,16,2936,96.55,8.05,0,0,0,0,0,0,0,0,0,0,0,0
"225","16-2-73-81859-2016","16-2-73-81859-2006","16-2-73-81859",1565.7447072669,25299.1242626024,47.4271,65.8848,0,0,0,0,0,42.018638,-115.04762,10.1,2016,2006,11,21,0,0,901,901," 341Gb",0,0,9,0,1,"ID4216011532120070721","ID42160115321","2007","07","21",2006,16,2,73,81859,8,28,"16-2-73-81859",2006,16,2,73,81859,1,1,21,999,"16-2-73-81859",2016,16,2,73,81859,1,1,11,999,"16-2-73-81859","2016-8-28","2016-8",9,1,7,3322,109.24,9.1,10743.11728,1,0,0,6112.46328,1,0,0,-4630.654,0,0,0
"226","16-2-85-88032-2017","16-2-85-88032-2007","16-2-85-88032",14870.5727732993,55499.130833933,40.1286,86.3817,0,1,0,1,0,44.882378,-115.799293,10.2,2017,2007,31,169,0,0,281,281,"M332Am",1,0,2,0,2,"ID4482211591820150814","ID44822115918","2015","08","14",2007,16,2,85,88032,5,31,"16-2-85-88032",2007,16,2,85,88032,3,1,169,999,"16-2-85-88032",2017,16,2,85,88032,0,0.25,0,0,"16-2-85-88032","2017-5-31","2017-5",2,-3,17,656,21.57,1.8,2407.94008,3,2407.94008,3,740.90464,2,740.90464,2,-1667.03544,-1,-1667.03544,-1
